LATITUDE,LONGITUDE,PARCELNO,SALE_PRC,LND_SQFOOT,TOT_LVG_AREA,SPEC_FEAT_VAL,RAIL_DIST,OCEAN_DIST,WATER_DIST,CNTR_DIST,SUBCNTR_DI,HWY_DIST,age,avno60plus,month_sold,structure_quality,overwrite
25.9112117,-80.169631,3022200021720,"243,000",9042,1557,5133,3015.2,15855.9,3326.1,49414.4,45610.9,12528.2,62,0,May,4,#VALUE!
25.9112436,-80.168817,3022200021630,"249,000",9042,1362,18000,2780.5,15588.2,3158.3,49466.6,45546.5,12676.7,62,0,March,2,#VALUE!
25.9113995,-80.165078,3022200023870,"227,000",10850,1765,0,1821.3,14356.4,2610.7,49731.4,45277.1,13400.9,63,0,December,2,#VALUE!
25.9114581,-80.182067,3022190220040,"270,000",7500,1692,426,6830,19920.4,5156.6,49073.8,47032.4,9102.4,21,0,November,4,#VALUE!
25.9114605,-80.181673,3022190300010,"310,000",10500,1979,0,6679.5,19767.7,5249.9,49080.5,46980.6,9210,21,0,July,4,#VALUE!
25.9118205,-80.175141,3022200021110,"170,000",7918,1043,1870,4593.5,17644,4543.9,49417.9,46389.6,11148.8,62,0,December,2,#VALUE!
25.9119312,-80.174484,3022200021210,"235,000",9042,1540,4570,4385.7,17445.5,4340.9,49455.5,46335,11313.7,41,0,July,2,#VALUE!
25.9120619,-80.175689,622200130030,"170,000",8680,1105,588,4727.3,17806.6,4639.2,49485.2,46530.7,10938.4,64,0,August,2,#VALUE!
25.9121536,-80.168451,3022200021490,"105,000",9042,1524,968,2510.4,15460.7,2820.3,49814.8,45834,12489.7,64,0,April,1,#VALUE!
25.9121536,-80.168451,3022200021490,"200,000",9042,1524,968,2510.4,15460.7,2820.3,49814.8,45834,12489.7,64,0,October,1,#VALUE!
25.9123749,-80.172712,3022200021290,"155,000",9042,1912,24920,3780.8,16858.9,3768.1,49688.7,46310.1,11601.8,64,0,September,2,#VALUE!
25.9123749,-80.172712,3022200021290,"170,000",9042,1912,24920,3780.8,16858.9,3768.1,49688.7,46310.1,11601.8,64,0,September,2,#VALUE!
25.912656,-80.180883,3022190000632,"275,000",12675,2656,0,6376.8,19533.4,5699.8,49487.4,47258.7,9378,36,0,October,4,#VALUE!
25.9126781,-80.183736,3022190160060,"340,000",8400,2551,8495,7293.7,20457.5,4907.1,49479.5,47645,8565,21,0,October,4,#VALUE!
25.9131205,-80.166911,3022200023603,"150,000",9042,1582,16946,1900,14943.6,2246.5,50242.9,46036.6,12535.3,61,0,February,2,#VALUE!
25.9132518,-80.172962,3022200020840,"155,000",9042,1374,0,3782.7,16928.3,3663.1,49995.6,46640.4,11293.3,70,0,October,2,#VALUE!
25.9133566,-80.170343,3022200020600,"215,000",9042,1763,0,2934.8,16066.8,2932.8,50151.3,46426.1,11762.6,65,0,May,2,#VALUE!
25.9135711,-80.184872,3022190160270,"343,000",8400,2197,2461,7629.8,20824.7,4765.6,49782.1,48083.7,8148.1,21,0,October,4,#VALUE!
25.9138376,-80.177177,3022200030100,"270,000",8250,2024,19964,5101.9,18290.6,4816.9,50073.6,47297.9,10201.7,62,0,May,4,#VALUE!
25.9140925,-80.174199,3022200020080,"149,000",8910,1598,0,4134.7,17329.2,3882.5,50247.1,47054.2,10812.2,21,0,January,4,#VALUE!
25.9140925,-80.174199,3022200020080,"265,000",8910,1598,0,4134.7,17329.2,3882.5,50247.1,47054.2,10812.2,21,0,June,4,#VALUE!
25.9144881,-80.180967,3022180140080,"287,000",8400,1994,2201,6321.8,19533.1,5934.5,50196,47934.3,9005.1,21,0,June,2,#VALUE!
25.9144942,-80.176073,722170200150,"270,000",8645,2782,5347,4719.2,17927.1,4394.4,50346.3,47403.2,10371.4,36,0,October,2,#VALUE!
25.9145799,-80.1804,3022180140180,"200,000",12691,1642,0,6105.4,19319,5718.1,50242.3,47894.9,9124.5,31,0,December,4,#VALUE!
25.9147035,-80.180976,3022180140070,"284,000",8400,1651,1528,6321.5,19536.8,5919.8,50277.7,48011.8,8963.6,21,0,March,4,#VALUE!
25.9148198,-80.176534,722170200310,"238,000",8486,1644,2100,4874.6,18088.5,4514.6,50435.5,47555.3,10185.2,31,0,September,2,#VALUE!
25.9150387,-80.170065,722170182740,"183,000",5000,1133,8171,2761.4,15977.5,2527.7,50786.8,47005.1,11355.4,21,0,October,2,#VALUE!
25.9150561,-80.176106,722170200120,"300,000",6760,1553,20772,4717.7,17937.7,4342.8,50554.9,47609.8,10200.1,21,0,September,4,#VALUE!
25.9156358,-80.172561,722170082050,"249,900",5900,1892,3063,3573.4,16797.4,3186.7,50880.6,47438.6,10674,21,0,April,2,#VALUE!
25.9157225,-80.169039,722170182350,"197,000",4500,1224,1153,2414.7,15638.4,2112.3,51087.6,47157,11383.3,26,0,December,4,#VALUE!
25.915933,-80.170111,722170182280,"197,000",4500,1262,0,2770.3,15992.3,2400,51110.3,47326,11097.9,26,0,December,4,#VALUE!
25.9160156,-80.183189,3022180300200,"185,000",7472,2327,25490,7053.4,20275.6,5711,50695.4,48709.6,8101.4,46,0,August,2,#VALUE!
25.9160156,-80.183189,3022180300200,"220,000",7472,2327,25490,7053.4,20275.6,5711,50695.4,48709.6,8101.4,46,0,October,2,#VALUE!
25.9161596,-80.184287,3022180330030,"198,000",8850,1612,21766,7416.1,20637.6,5422.5,50714.6,48877.2,7760.4,36,0,January,2,#VALUE!
25.9164664,-80.171423,722170181250,"245,000",4500,1318,1562,3212.8,16424.2,2745.2,51242.3,47633,10676,21,0,December,4,#VALUE!
25.9168119,-80.17142,722170181090,"125,000",5400,975,912,3219,16418.2,2707.1,51367.6,47753.3,10576.3,31,0,August,1,#VALUE!
25.9168443,-80.170536,722170181100,"138,000",4500,923,1932,2937.9,16133.2,2427.2,51420.5,47684.9,10755.6,36,0,November,2,#VALUE!
25.9169629,-80.172017,722170081840,"113,500",5850,1446,1788,3424.6,16620.4,2890.9,51386.8,47853.5,10406.5,41,0,October,1,#VALUE!
25.9169895,-80.183906,3022180320150,"285,000",8699,2127,4969,7298.4,20507.3,5689.2,51037.8,49133,7715.3,21,0,March,4,#VALUE!
25.9170582,-80.176212,722170200010,"218,000",8956,1539,6578,4773.5,17973.8,4224.2,51264.7,48302.3,9567.2,36,0,July,2,#VALUE!
25.9170819,-80.170845,722170181063,"211,000",4500,1105,420,3051.4,16236.3,2506.5,51490.9,47795.2,10623.4,26,0,November,4,#VALUE!
25.9174024,-80.174142,722170081520,"247,000",6741,1663,3102,4132.1,17315.5,3553.9,51460,48209.9,9850.5,21,0,November,2,#VALUE!
25.9177266,-80.17073,722170180270,"110,000",5000,970,2008,3061,16205.4,2432.9,51722.6,48004.6,10466,66,0,July,2,#VALUE!
25.9177313,-80.177092,722170201330,"294,000",7215,1630,19042,5106.9,18286.3,4507.8,51471,48619.7,9196,21,0,May,4,#VALUE!
25.9177573,-80.174067,722170081500,"269,000",6250,1550,1857,4105.8,17266.7,3487.5,51612.2,48345.5,9767.6,26,0,October,4,#VALUE!
25.9181565,-80.169447,722170180110,"191,500",5000,1066,9996,2698.5,15788.8,1997.9,51934.7,48037.7,10623.4,31,0,October,2,#VALUE!
25.9184703,-80.161223,722160020100,"320,000",16561,2262,0,981.6,12979.4,0,52488.9,47496.5,12375,64,0,August,2,#VALUE!
25.9185456,-80.18139,722180120090,"209,000",6600,1098,3074,6552.9,19714.2,5876.7,51646.3,49363.1,8212.6,26,0,April,4,#VALUE!
25.9185518,-80.169845,722170121360,"172,000",6000,1159,1100,2868.9,15921.9,2115.9,52064.2,48217.9,10431.7,36,0,August,2,#VALUE!
25.9189027,-80.181965,722180100440,"200,000",8072,1258,2774,6757.1,19902.5,5947.6,51764.6,49555.6,7982.6,22,0,November,2,#VALUE!
25.9192385,-80.174888,722170080970,"183,000",7799,1303,563,4512.8,17585.7,3763.5,52084.4,48911.4,9161.9,31,0,April,2,#VALUE!
25.9192982,-80.179514,722170090710,"160,000",6890,1709,3584,5981.3,19089.8,5226.9,51985.3,49430.1,8300.6,36,0,May,2,#VALUE!
25.9193008,-80.182177,722180100280,"195,000",6435,1143,836,6856.5,19985.7,5914.1,51912,49717.9,7868.9,16,0,February,4,#VALUE!
25.9194751,-80.179983,722180090600,"165,000",6635,988,1890,6171.3,19272.2,5310.8,52020.7,49536.4,8163.4,36,0,September,2,#VALUE!
25.919734,-80.180888,722180090460,"319,500",6600,1392,34777,6471.7,19567.6,5474.4,52085.4,49710.7,7922.5,16,0,September,4,#VALUE!
25.9198042,-80.176344,722170091680,"152,000",6300,957,480,5021.3,18056.3,4217.2,52260.9,49272,8721,31,0,September,2,#VALUE!
25.9199923,-80.167989,722170121190,"185,000",6600,1518,10278,2582.7,15317.3,1468.6,52686,48575.5,10460.6,26,0,October,2,#VALUE!
25.9202934,-80.172618,722170080670,"175,600",6000,1239,2572,3955.4,16866.9,3014.1,52558.3,49066.5,9348,36,0,March,2,#VALUE!
25.9203058,-80.172314,722170080650,"165,000",6000,1410,546,3867.1,16767.5,2914.2,52575.8,49043.2,9410.6,36,0,January,2,#VALUE!
25.9203791,-80.177693,722170090530,"274,000",6480,1395,0,5520.7,18530.5,4518.7,52406.5,49592.6,8288.1,26,0,December,4,#VALUE!
25.9203945,-80.171459,722170120120,"153,900",8100,1133,2465,3609.7,16451.1,2593.3,52665.4,49014.8,9569.2,31,0,May,2,#VALUE!
25.9204704,-80.170068,722170100090,"211,000",8400,1274,0,3231.3,15997.5,2137.5,52755,48918.8,9860,21,0,May,2,#VALUE!
25.9206874,-80.172186,722170080611,"165,000",5724,1145,1094,3893.4,16736.7,2876.5,52719.2,49165.7,9336.2,36,0,November,2,#VALUE!
25.9210036,-80.167114,722170210140,"211,000",10440,1726,1947,2598.5,15069.8,1214.4,53052.3,48818.8,10371.9,41,0,March,2,#VALUE!
25.9211221,-80.177514,722170090240,"150,000",8542,1194,2100,5565.4,18468.1,4276.6,52680.7,49830.2,8103.6,46,0,March,2,#VALUE!
25.9211735,-80.183583,722180160150,"263,000",8438,1540,19181,7425.8,20442.2,5836.6,52567.5,50508.7,7047.9,16,0,June,4,#VALUE!
25.9212388,-80.171092,722170120040,"165,000",8100,1169,0,3666.6,16356.4,2499.2,52985.7,49277.6,9426.3,36,0,September,2,#VALUE!
25.9213648,-80.161352,722160170330,"185,000",6300,1123,0,1728.6,13200.1,354.1,53533.9,48535.6,11662.4,64,0,May,2,#VALUE!
25.9217255,-80.171518,722170120200,"209,500",8914,1457,2604,3878.7,16507.8,2665.4,53138.2,49481.6,9205.5,36,0,June,2,#VALUE!
25.9217767,-80.163559,722160170790,"140,000",7493,996,0,2298.1,13897.7,541.5,53559.9,48852.6,11014.4,64,0,September,1,#VALUE!
25.9218944,-80.184595,3022180032740,"180,000",7875,1336,2270,7054.2,20824.6,5957.4,52802.8,50872.3,6664.8,31,0,November,2,#VALUE!
25.9219266,-80.183296,722180112120,"256,000",6825,1938,0,7338.7,20405,5618.7,52837.8,50736.6,6849.2,31,0,April,4,#VALUE!
25.9220165,-80.163592,722160170780,"160,000",9517,1266,18480,2369.9,13930.5,612,53629,48924.5,10949.3,64,0,January,1,#VALUE!
25.9220447,-80.162423,722160170720,"250,000",8400,1561,0,2124.7,13557.2,611.8,53710.4,48851.3,11227.7,64,0,October,2,#VALUE!
25.9221221,-80.178566,722170151230,"225,000",7500,1680,2827,6006.6,18856.2,4339.7,53019.6,50290.7,7607.6,31,0,January,2,#VALUE!
25.9225233,-80.162816,722160160790,"160,000",6950,1524,2743,2299.9,13700.1,790.7,53860.4,49051.4,11019.8,62,0,May,2,#VALUE!
25.9226732,-80.168869,722170020050,"230,000",7936,1501,1399,3446.3,15693.7,1963.8,53574.8,49561.4,9544.9,31,0,September,2,#VALUE!
25.9227652,-80.179513,722170150880,"235,000",7500,1808,6652,6385.4,19182.6,4444.1,53224.5,50609.6,7237,26,0,April,2,#VALUE!
25.9228979,-80.164241,722170051550,"225,000",5850,1881,3792,2740,14181.8,964.1,53909,49285.9,10582.7,31,0,July,2,#VALUE!
25.922925,-80.175293,722170060650,"230,000",7440,1400,1361,5172.5,17807.5,3310.5,53400,50229.3,8043,36,0,September,2,#VALUE!
25.923177,-80.187767,3022180032061,"202,000",7875,1560,17106,6014.7,21900.9,5829,53227.8,51681.1,5667.7,41,0,April,4,#VALUE!
25.9233208,-80.184661,3022180032160,"218,000",7875,1480,3098,6655.6,20881.6,5652.7,53315.9,51362.3,6186.2,41,0,July,4,#VALUE!
25.9233444,-80.166523,722170050730,"254,000",7080,1313,1419,3187.8,14932.6,1480.7,53938.6,49612.8,9917.2,21,0,December,4,#VALUE!
25.9234612,-80.182962,722180111480,"186,000",6890,1576,2374,7001.7,20312.5,5179.8,53415.6,51232.4,6419.1,31,0,April,4,#VALUE!
25.9235347,-80.177794,722170150710,"175,000",8056,1024,1873,5998,18632.4,3821.5,53547.7,50695.2,7356.2,31,0,September,2,#VALUE!
25.9235613,-80.170118,722170051070,"270,000",5800,1688,420,3975.6,16122.6,2013.3,53848.6,49991.2,9038.5,21,0,March,4,#VALUE!
25.9237716,-80.175715,722170170350,"147,000",6697,1809,2688,5451.7,17939.1,3228.2,53721.8,50589.4,7730.3,46,0,April,2,#VALUE!
25.9239039,-80.174591,722170170290,"138,000",6400,1268,857,5177.6,17596.4,2913.5,53784.1,50509.1,7937.3,31,0,May,2,#VALUE!
25.9239039,-80.174591,722170170290,"200,000",6400,1268,857,5177.6,17596.4,2913.5,53784.1,50509.1,7937.3,31,0,September,2,#VALUE!
25.9239137,-80.187697,3022180031780,"289,000",15750,1440,704,5802.9,21850.8,5973.7,53486.4,51902.3,5568.2,21,0,December,4,#VALUE!
25.9240448,-80.184232,3022180031860,"327,000",8441,1646,21687,6558.4,20751.1,5388.5,53586.9,51561.4,6020.5,16,0,July,4,#VALUE!
25.9242917,-80.173763,722170060190,"220,000",7314,1506,2990,5041.5,17327,2611.7,53958,50568.8,8027.1,62,0,July,4,#VALUE!
25.9243147,-80.173243,722170060220,"160,000",7980,1583,2538,4908.7,17151,2472.9,53984.4,50526.7,8125.1,64,0,July,4,#VALUE!
25.9243228,-80.173037,722170060230,"155,000",7980,1266,2800,4860,17085.6,2421.4,53995.6,50511.2,8170.6,64,0,January,4,#VALUE!
25.9247397,-80.181896,722180111140,"195,000",6890,1279,1378,6903,19984.2,4619.7,53902.7,51557.2,6210.6,21,0,September,4,#VALUE!
25.9260434,-80.182919,722180110210,"149,900",6500,1155,1425,6324.7,20366.9,4597.1,54337,52101.6,5622.7,31,0,June,4,#VALUE!
25.9268171,-80.186365,3022180030610,"235,000",7983,1563,1159,5343.3,21511.9,5322.6,54562.1,52749,4800.1,31,0,May,2,#VALUE!
25.9285374,-80.177332,722170130420,"232,000",7600,1439,1201,6911.3,18568.4,2590.6,55380.3,52391.4,6092.8,31,0,March,2,#VALUE!
25.9285577,-80.176875,722170130400,"225,000",7600,1461,4660,6830.7,18419.2,2468,55401.5,52354.5,6190.1,36,0,July,2,#VALUE!
25.9285677,-80.176648,722170130390,"229,000",7600,1553,916,6777.9,18343.2,2405.7,55411.8,52335.9,6237.1,26,0,May,4,#VALUE!
25.9287998,-80.177569,722170130320,"165,800",7600,1120,0,6783.2,18650.3,2589.7,55462.3,52499.7,5964.8,36,0,December,2,#VALUE!
25.9292966,-80.200736,721130070470,"145,000",6750,1245,0,1467.8,26237.6,4958,55466.3,55376.8,1269.7,90,0,May,1,#VALUE!
25.9294178,-80.16033,722160010201,"190,000",8176,1401,226,2198.4,13015.3,217.3,56463.7,51328.5,10193.4,70,0,June,2,#VALUE!
25.9295681,-80.194928,722070180080,"185,000",6300,1217,1748,2701,24368.9,5922.3,55528,54716,2512.4,31,0,January,2,#VALUE!
25.929951,-80.184033,722070150690,"200,000",9900,1539,1050,5041.1,20794.8,4006.3,55732.3,53559.7,4256.4,62,0,June,2,#VALUE!
25.9299747,-80.183373,722070150660,"200,000",7150,1370,3931,5173.8,20581,3832.2,55751.9,53496.9,4376,61,0,September,2,#VALUE!
25.9302346,-80.197905,721120100480,"143,000",6180,1091,2999,1856.3,25357.4,5654.9,55791.5,55322.7,1664.1,36,0,July,2,#VALUE!
25.9302645,-80.197177,721120100440,"190,000",6240,1091,0,2011.9,25120.3,5769.6,55795.5,55237.7,1820.8,36,0,November,2,#VALUE!
25.9302777,-80.186817,722070140470,"240,000",7280,1640,5548,4321.8,21720.4,4661.2,55809.2,53977.8,3632.5,31,0,December,2,#VALUE!
25.9303045,-80.19458,722070060410,"140,000",6649,1377,2011,2583.9,24272.8,6212.8,55795.2,54920.8,2397.1,36,0,May,2,#VALUE!
25.9304581,-80.199912,721120070830,"210,000",6480,1545,3623,1350.8,26023.5,5469.7,55897.9,55665.9,1155.8,21,0,June,2,#VALUE!
25.9305044,-80.198796,721120070890,"182,000",6480,1221,1188,1585.7,25656.7,5626.2,55898.7,55530,1392.6,26,0,January,2,#VALUE!
25.9305606,-80.187295,722070140440,"230,000",9968,1229,5021,4144.1,21874.9,4713.6,55908,54126.6,3467.4,31,0,December,2,#VALUE!
25.930642,-80.167229,722080022061,"215,000",6300,1585,1986,4506.8,15313.2,248.6,56527.8,52248.4,8045.8,31,0,March,2,#VALUE!
25.9306724,-80.166469,722080022030,"225,000",6785,1247,1116,4271.1,15062.8,449.2,56572.8,52202.6,8242.2,41,0,August,2,#VALUE!
25.9309381,-80.197756,721120100270,"199,000",6180,1021,0,1708,25328.7,5913.8,56050,55542.7,1517.1,26,0,August,2,#VALUE!
25.9310357,-80.179264,3022080100700,"350,000",8480,1491,42625,5805.7,19258,2526,56225,53439.5,4987.7,41,0,May,2,#VALUE!
25.9310868,-80.165772,722080022110,"277,000",8750,1328,18648,4078.6,14835.2,716.1,56753.5,52290.4,8343,21,0,January,2,#VALUE!
25.9311769,-80.19069,722070070361,"160,100",5775,1552,2131,3221.6,23019.2,5470.8,56112.6,54738.1,2764.7,31,0,May,2,#VALUE!
25.9312308,-80.198826,721120070690,"230,000",6480,1186,17880,1384.7,25684.1,5863.6,56161.6,55774.7,1192.7,26,0,December,2,#VALUE!
25.9312309,-80.191159,722070070351,"129,000",5300,961,3691,3106.7,23155.3,5577.2,56154.8,54829.2,2707.3,80,0,April,2,#VALUE!
25.9313536,-80.197964,721120100130,"140,000",6180,1495,2850,1546.3,25403.5,6020.7,56200.4,55705.1,1355.8,36,0,June,2,#VALUE!
25.9313597,-80.18608,722070140630,"257,500",7280,1369,938,4200.1,21508.2,4227.2,56212.2,54265.6,3438.2,21,0,January,2,#VALUE!
25.9313971,-80.196243,722070060110,"220,000",6588,1484,21105,1918,24844.1,6282.1,56195.2,55492,1730.3,21,0,January,2,#VALUE!
25.9314461,-80.195159,722070060170,"198,000",6480,1151,2072,2145.9,24488.5,6461.5,56207,55371.2,1960,26,0,August,2,#VALUE!
25.9315117,-80.168516,722080060360,"200,000",6435,1135,4261,4998.8,15751.1,104.2,56786.8,52665.1,7517.4,41,0,May,2,#VALUE!
25.9315143,-80.190164,722070200040,"135,000",6200,1338,3261,3252.2,22839.5,5254.1,56256.1,54803.4,2734.8,36,0,January,2,#VALUE!
25.9315315,-80.16796,722080021941,"369,000",11394,2452,20650,4802.7,15549.2,245.5,56819.1,52621.5,7646.4,70,0,January,2,#VALUE!
25.9317263,-80.195524,722070060060,"175,000",6480,1223,1178,1994.3,24618.4,6475.6,56315.2,55516.1,1808.2,46,0,October,2,#VALUE!
25.9318242,-80.168838,722080060330,"195,000",5000,1201,0,5140.3,15878.1,98.4,56885.6,52798.3,7374.6,41,0,March,2,#VALUE!
25.9318286,-80.168694,722080060340,"180,000",5000,1083,1181,5095.2,15831.2,137,56893.5,52788.4,7412.5,31,0,January,2,#VALUE!
25.931972,-80.163768,722090061220,"192,000",2750,1684,790,3559.8,14232.6,1161.6,57188,52473.6,8770.4,37,0,April,2,#VALUE!
25.9319938,-80.188799,722070200210,"130,000",7440,1234,854,3416.9,22415.8,4789.5,56408.5,54782.4,2759.4,31,0,June,1,#VALUE!
25.9322084,-80.178138,3022080260160,"290,000",7768,1946,824,5743.7,18919.6,1974.1,56683.9,53738.7,4940.8,36,0,January,2,#VALUE!
25.9322871,-80.157967,722090060760,"150,000",3000,1125,2256,1755.5,12342.4,1298.8,57671.1,52247,10070.5,35,0,May,2,#VALUE!
25.9324406,-80.195242,722070072970,"140,000",5500,1104,1956,1872.3,24548.2,6216.7,56578.5,55725.7,1687.8,31,0,September,2,#VALUE!
25.9324473,-80.195085,722070072960,"140,000",5500,1209,1260,1904.1,24494.9,6184,56580.1,55707.6,1718,46,0,August,2,#VALUE!
25.9324598,-80.19477,722070072940,"175,000",5500,993,825,1972.7,24393.5,6121.8,56583.6,55673.2,1782,36,0,December,2,#VALUE!
25.9325557,-80.192759,722070073191,"240,000",5000,1688,630,2396.1,23737,5687.8,56612.8,55457,2059.3,16,0,February,2,#VALUE!
25.9325881,-80.191971,722070073300,"250,000",6000,2062,4733,2560.4,23475,5485.5,56624.7,55370.9,2137.5,31,0,June,2,#VALUE!
25.9327483,-80.168928,722080060860,"213,000",5800,1291,0,5254.3,15934.9,268.8,57202.1,53119.5,7154.1,31,0,October,2,#VALUE!
25.9328383,-80.196764,3021120060240,"210,000",8424,1055,2318,1416.1,25048.2,6393.2,56726.3,56049,1229.8,43,0,January,2,#VALUE!
25.9330561,-80.200381,721120070200,"147,100",6859,1439,0,551.2,26244,6309.2,56842.9,56586.6,359.7,41,0,January,2,#VALUE!
25.9330975,-80.159401,722090060290,"284,000",9375,1331,6137,2267.3,12829.2,1559,57836.5,52588.4,9497.2,59,0,January,2,#VALUE!
25.9331188,-80.158875,722090060350,"200,000",9375,1381,2762,2105.1,12661.2,1567.5,57877,52564.9,9609.9,63,0,February,1,#VALUE!
25.9332838,-80.188931,722070100180,"315,000",7125,1706,44369,3055.5,22492.9,4542.8,56892.2,55251.4,2345.4,26,0,July,2,#VALUE!
25.9333445,-80.200395,721120070010,"247,000",6879,1439,215,484.3,26257.1,6407.7,56955.1,56691.2,293.2,16,0,November,2,#VALUE!
25.9333971,-80.172589,3022080280080,"196,000",9180,2163,200,6464.8,17141.1,269.9,57299.1,53660.5,6028.8,45,0,August,2,#VALUE!
25.9334837,-80.166771,722080021190,"315,000",5400,1583,1019,4649.1,15262.1,1001.3,57577.6,53226.4,7632.8,16,0,June,4,#VALUE!
25.9335231,-80.181424,3022070170040,"149,000",8273,1407,0,4664,20037.6,2534.7,57080.8,54521.2,3846.9,62,0,April,2,#VALUE!
25.9337451,-80.175469,3022080270200,"329,000",7725,1797,0,5933.2,18099.6,937.9,57316,54026,5201.7,36,0,June,4,#VALUE!
25.9337724,-80.168616,722080061060,"160,000",7241,1110,1320,5249.2,15865.8,571.5,57586.4,53457.8,7043,36,0,June,2,#VALUE!
25.9342169,-80.19565,722070071420,"176,000",5000,1395,1300,1307.2,24731,5784.4,57225.9,56373.2,1103.5,26,0,March,2,#VALUE!
25.934359,-80.189803,722070110140,"247,000",7800,1444,1193,2561.6,22815,4516.3,57257.5,55699.9,1846.8,26,0,March,2,#VALUE!
25.9344329,-80.165551,722080020930,"235,000",5500,1245,554,4356.6,14896.8,1526.5,57972.9,53468.6,7776.8,26,0,November,2,#VALUE!
25.9345989,-80.193042,722070071050,"251,000",7575,1763,4416,1782.8,23879.4,5152.2,57357.4,56180.6,1330.1,43,0,April,2,#VALUE!
25.9346656,-80.169298,722080061650,"240,000",5850,1326,275,5564.8,16130,598.3,57881.1,53830.5,6696.4,21,0,November,2,#VALUE!
25.9348372,-80.164797,722080020881,"303,000",5550,1423,463,4158.2,14651.6,1812.9,58157.8,53560.6,7837.9,11,0,December,4,#VALUE!
25.9349084,-80.184547,3022070160450,"200,000",7875,1614,2945,3601.4,21117.2,3040.3,57528.6,55324,2782.5,36,0,June,2,#VALUE!
25.8518221,-80.190541,132000000000,"310,000",12600,3456,4144,521.5,23502.4,305.9,27272.3,27272.3,5605.9,82,0,June,1,#VALUE!
25.8524227,-80.190965,132000000000,"259,000",5500,1276,1793,733,23660.5,135.7,27512.1,27512.1,5487.4,33,0,February,2,#VALUE!
25.8321624,-80.225943,3030000000000,"84,000",3640,904,1300,3101.9,31414.6,9433.4,22898,22898,6604.8,41,0,July,2,#VALUE!
25.8328629,-80.234356,3030000000000,"85,000",6123,926,0,2112.2,32451.9,10568.2,24546.2,24546.2,7557.7,80,0,August,2,#VALUE!
25.8331035,-80.22646,3030000000000,"145,000",3600,1218,4224,2759.1,31792.8,9193.2,23284.3,23284.3,6778.7,7,0,September,2,#VALUE!
25.8331406,-80.225378,3030000000000,"140,000",3600,1209,614,2758.8,31720.9,9038.6,23129.2,23129.2,6422,6,0,August,2,#VALUE!
25.8333831,-80.225507,3030000000000,"75,000",3600,1053,1232,2662.5,31810.1,8968,23221.1,23221.1,6461.5,44,0,February,2,#VALUE!
25.8334021,-80.224527,131000000000,"120,000",3862,1027,270,2672.6,31747.4,8844.2,23083.4,23083.4,6136.2,42,0,October,1,#VALUE!
25.8338058,-80.224044,131000000000,"169,000",3400,1433,496,2536.3,31859.1,8655.1,23147.1,23147.1,5972.1,26,0,December,2,#VALUE!
25.8339855,-80.235879,3030000000000,"160,000",8160,2340,6738,1509.3,32969.2,10536.5,25148.1,25148.1,7906.1,8,0,February,1,#VALUE!
25.8340916,-80.232605,3030000000000,"81,400",6950,1301,2693,2053.6,32663.4,9860.4,24588.5,24588.5,7946.6,68,0,October,1,#VALUE!
25.8341722,-80.229129,3030000000000,"77,000",5598,1259,0,2331.4,32387.1,9244.6,24047.2,24047.2,7632.7,66,0,April,1,#VALUE!
25.8344455,-80.229437,3030000000000,"175,000",5200,1393,1694,2226.4,32505.3,9210.7,24175.7,24175.7,7732.6,67,0,October,4,#VALUE!
25.8345306,-80.227541,3030000000000,"100,000",3600,974,840,2226.2,32382,8884.9,23908.2,23908.2,7114.4,26,0,August,2,#VALUE!
25.8345347,-80.227423,3030000000000,"75,000",3600,863,1120,2226.1,32373.5,8864.9,23890.6,23890.6,7074.6,58,0,april,2,#VALUE!
25.8346534,-80.223537,131000000000,"156,500",6800,2355,861,2231.5,32117.6,8299.1,23341,23341,5776.9,51,0,November,1,#VALUE!
25.8351046,-80.228545,3030000000000,"118,000",3600,1028,0,2005.2,32667.2,8863.8,24249,24249,7435.5,38,0,December,2,#VALUE!
25.835158,-80.239529,3030000000000,"100,000",7000,2264,0,555.8,33783.5,11030.8,26189.2,26189.2,8257.7,42,0,April,2,#VALUE!
25.835158,-80.239529,3030000000000,"139,000",7000,2264,0,555.8,33783.5,11030.8,26189.2,26189.2,8257.7,42,0,July,2,#VALUE!
25.8357281,-80.237839,3030000000000,"97,000",7000,1157,1456,756.5,33782.1,10491,26036,26036,8496.4,60,0,May,2,#VALUE!
25.835908,-80.21754,131000000000,"169,000",10800,2663,0,1829.6,32191.8,7260.7,22965.1,22965.1,3774.8,66,0,December,1,#VALUE!
25.8359549,-80.230538,3030000000000,"101,500",6950,1168,2079,1652.4,33119.3,8923.2,24820.3,24820.3,8073.8,60,0,December,1,#VALUE!
25.8361207,-80.226476,3030000000000,"90,000",3600,1097,715,1662.3,32857.5,8211,24255.9,24255.9,6742.3,55,0,August,2,#VALUE!
25.8362311,-80.224041,131000000000,"84,000",3600,1221,774,1650.2,32713.5,7831.6,23934.9,23934.9,5941.3,36,0,August,1,#VALUE!
25.8363333,-80.22762,3030000000000,"88,000",3600,855,2452,1570.1,33022.4,8325.5,24497.2,24497.2,7115.8,29,0,November,2,#VALUE!
25.8370783,-80.223592,131000000000,"82,000",3600,938,510,1345,32982.6,7488,24150,24150,5785.5,66,0,October,2,#VALUE!
25.8373019,-80.227905,3030000000000,"95,000",4000,1034,0,1209.7,33381.6,8067.5,24847.4,24847.4,7201.5,20,0,April,2,#VALUE!
